image_name,question,answer
000000008752.jpg,người phụ nữ mặc áo dài hồng đang cầm vật gì trên tay ?,cô ấy cầm chiếc ô
000000009957.jpg,người đàn ông áo vàng đang đi chung với ai ?,đang đi chung với một người đàn ông mang áo khoác xanh lá
000000002708.jpg,đây là văn phòng đại diện nào của công ty ?,đây là văn phòng đại diện tại thành phố hồ chí minh của công ty
000000000601.jpg,cửa tiệm này tên gì ?,cửa tiệm này tên hương trà
000000001265.jpg,số điện thoại của nhà phân phối thanh tú 2 là gì ?,số điện thoại của nhà phân phối thanh tú 2 là 0 919 258 438 - 01655908690
000000008484.jpg,người àn ông đội mũ trắng bán thứ gì ?,bông cải
000000007967.jpg,chủ sạp bán đồ chơi trẻ em ở đầu đường mặc áo màu gì ?,màu đỏ
000000005884.jpg,người đàn ông mặc áo xanh da trời đang làm gì ?,ông ấy đang điều khiển chiếc xuồng
000000002564.jpg,quán chill chuyên bán loại đồ uống nào ?,quán chill chuyên bán trà chanh
000000009483.jpg,con phố nằm cạnh phố hãng mã có tên là gì ?,con phố có tên là phố đồng xuân
000000001695.jpg,có bao nhiêu người đứng gần tấm biển ?,không có ai
000000001542.jpg,cửa hàng đồ gỗ tấn hưng nằm ở đâu ?,cửa hàng đồ gỗ tấn hưng nằm ở 67 / 24 - đường phó cơ điều - phường 4 - tpvl
000000010209.jpg,đây là sự kiện gì ?,đây là lễ công bố quyết định của bộ trưởng bộ công an về công tác cán bộ
000000010007.jpg,có bao nhiêu bộ bàn ghế được trang trí đặc biệt ?,có một bộ bàn ghế được trang trí đặc biệt
000000010861.jpg,thời tiết tại khu du lịch này đang ra sao ?,tại khu du lịch này đang nắng
000000007359.jpg,những người này đang đứng ở đâu ?,ở trên một con phố đi bộ
000000005270.jpg,trên bức tường trưng bày thứ gì ?,trên bức tường trưng bày các bức ảnh
000000005818.jpg,người đàn ông phía giữa đang làm gì ?,đang thực hiện tra cứu thông tin đầu sách
000000006381.jpg,công trình này được xây dựng ở đâu ?,bên cạnh một con sông
000000010096.jpg,thùng tiền công đức được sơn màu gì ?,màu đỏ
000000004847.jpg,người đàn ông đang đứng về phía bên nào của người phụ nữ ?,người đàn ông đang đứng phía bên phải của người phụ nữ
000000004260.jpg,cầu chà và bắc ngang qua con kênh nào ?,cầu chà và bắc ngang qua kênh tàu hủ
000000007564.jpg,có bao nhiêu bức tranh được treo phía trên băng ghế dài ?,có hai bức tranh được troe phía trên băng ghế dài
000000006490.jpg,hai người đàn ông này đang làm gì ?,đang lựa mua đồ
000000008832.jpg,hai bạn nữ đang di chuyển bằng phương tiện gì ?,hai bạn nữ đang di chuyển bằng xe đạp
000000009929.jpg,tấm biển đá chú thích sự việc về năm nào ?,năm 1941
000000007081.jpg,có bao nhiêu người đang đứng bán hàng ?,bốn người
000000002831.jpg,đường này tên gì ?,tên park hang seo
000000009380.jpg,hotline liên hệ của viettel là gì ?,18 008 000
000000006985.jpg,người đàn ông bên trái ăn mặc ra sao ?,"áo tím , găng tay trắng và khẩu trang đen"
000000001724.jpg,biển báo có nền màu gì ?,màu xanh dương
000000001843.jpg,phan đăng lưu là trường gì ?,là trường trung học phổ thông
000000010986.jpg,bảng chỉ dẫn nằm dưới cùng nói về điểm đến nào ?,bảng chỉ dẫn dưới cùng chỉ đi hướng quầy cà phê
000000006636.jpg,người phụ nữ đeo kính đang bế ai trên tay ?,một em bé
000000001705.jpg,số điện thoại liên hệ công ty là gì ?,0822530386
000000004871.jpg,bức ảnh được chụp ở đâu ?,bức ảnh được chụp ở trong một công viên
000000001846.jpg,công ty vincom 1 thuộc loại công ty gì ?,thuộc loại công ty trách nhiệm hữu hạn
000000009405.jpg,cửa hàng đồ em bé có tên là gì ?,cửa hàng có tên là kids plaza
000000008878.jpg,có biển báo gì ?,có biển báo cấm đỗ xe
000000000890.jpg,có thể liên hệ với nhà thuốc này qua số điện thoại nào ?,có thể liên hệ với nhà thuốc này qua số điện thoại 0 968 656 003
000000010548.jpg,ngoài phở ra thì quán còn bán món ăn gì khác ?,ngoài phở thì quán còn bán thêm bún bò huế
000000001501.jpg,siêu thị sài gòn đang có chương trình gì ?,chương trình trợ giá
000000010573.jpg,người đàn ông đội chiếc mũ màu gì ?,người đàn ông đội chiếc mũ màu đen
000000005309.jpg,có bao nhiêu chiếc xe đang chạy ở trước quán ?,một chiếc
000000002432.jpg,hợp tác xã cà mau nằm ở đâu ?,hợp tác xã cà mau nằm phía sau người đàn ông áo xám
000000007036.jpg,cô gái đang xếp hàng lên kệ mặc trang phục ra sao ?,áo xanh dương và quần dài đen
000000004602.jpg,cô gái áo vàng đang có biểu cảm gì ?,cô ấy đang cười vui vẻ
000000002577.jpg,quầy hàng này bày bán những gì ?,các loại bánh của hãng bánh cosy
000000004764.jpg,hình ảnh minh họa của trái cây gì được hiển thị trên vỏ hộp màu hồng ?,hình ảnh minh họa của trái vải được hiển thị trên vỏ hộp màu hồng
000000006048.jpg,ba người lính này đang làm gì ?,đang phân lương thực
000000007162.jpg,bó hoa mà cô gái này cầm có hoa màu gì ?,bó hoa cô ấy cầm có hoa màu trắng
000000010065.jpg,có bao nhiêu người đang đứng quanh cổng khu di tích lịch sử giàn gừa ?,ba
000000008003.jpg,có bao nhiêu chậu cây được treo bên dưới bảng hướng dẫn ?,có hai chậu cây được treo bên dưới bảng hướng dẫn
000000004479.jpg,người phụ nữ mặc áo màu gì ?,màu cam
000000010516.jpg,các cấp độ này được quy định bởi nghị quyết nào của chính phủ ?,các cấp độ này được quy định bởi nghị quyết 128 của chính phủ
000000007311.jpg,người đang bỏ mấy trái cà chua vào bọc ni lông đeo chiếc khẩu trang vải màu gì ?,người đang bỏ mấy trái cà chua vào bọc ni lông đeo chiếc khẩu trang vải màu hồng
000000009199.jpg,cửa hàng mà người phụ nữ mặc áo đỏ đang đứng phía trước chuyên buôn bán quần áo xuất xứ từ đâu ?,"quảng châu , hồng kông"
000000005428.jpg,bức ảnh được chụp ở đâu ?,ở một con phố
000000004238.jpg,có bao nhiêu người đang đến mua ở quầy hàng cô gái mặc áo xanh dương cầm lồng đèn đang đứng ?,không có ai đến mua
000000009354.jpg,những người này đang làm gì ?,đang đứng tính tiền
000000007691.jpg,người phụ nữ đang làm gì ?,người phụ nữ đang suy nghĩ về các món hàng sẽ mua
000000002079.jpg,số điện thoại liên lạc công ty tnhh đầu tư và du lịch hoa sen tại điện ngọc là gì ?,05103949554
000000008225.jpg,những biển khuyến mãi này được để ở đâu ?,ở trên quầy hàng bán những mặt hàng sữa tắm và dầu gội đầu
000000007749.jpg,cô gái đang đưa tay nào lên cao ?,đang đưa tay phải
000000005837.jpg,bạn nam đang làm gì ?,đang đỡ bạn nữ lên trên vai
000000002201.jpg,dòng chữ tiếng nhật được đặt ở đâu ?,dòng chữ tiếng nhật được đặt ở phía dưới tên sự kiện
000000011002.jpg,chủ quầy hàng bên trái quầy hàng của người phụ nữ áo xanh dương đang mang áo màu gì ?,chủ quầy hàng đang mang áo màu đen
000000006102.jpg,chàng trai mặc áo màu gì ?,anh ấy mặc áo màu trắng
000000001634.jpg,công trình thanh niên đang diễn ra nhiệm kì nào ?,201 2-2 017
000000008591.jpg,người phụ nữ cầm chiếc điện thoại bằng tay nào ?,cầm bằng tay trái
000000009959.jpg,siêu thị đưa ra chương trình trả góp với lãi suất bao nhiêu phần trăm ?,chương trình trả góp với lãi suất 0%
000000008527.jpg,bạn nữ đang lựa trái cây ở đâu ?,ở quầy bán trái cây trong một siêu thị
000000006524.jpg,người phụ nữ đang đứng ở quầy hàng nào ?,quầy bán đồ ăn tươi sống
000000010085.jpg,mọi người đang làm gì ?,đang mua sắm
000000002223.jpg,nhà thuốc có tên là gì ?,nhà thuốc có tên là minh thu
000000006016.jpg,người đàn bà mặc áo đỏ đang cầm cái gì trên tay ?,bà ấy cầm chiếc máy ảnh
000000008717.jpg,có bao nhiêu đứa trẻ xung quanh cặp đôi ?,có hai đứa trẻ xung quanh cặp đôi
000000001061.jpg,chữ trên băng rôn có màu gì ?,màu vàng
000000010481.jpg,khu phố 7 thuộc phường nào ?,thuộc phường 5
000000003931.jpg,cái cây nằm ở bên nào so với người phụ nữ gánh hàng rong ?,cái cây nằm ở bên trái người phụ nữ gánh hàng rong
000000000738.jpg,địa chỉ nhà hàng ở đâu ?,"ở trung tâm thương mại sun ancora , số 3 lương yên , hai bà trưng , hà nội"
000000009425.jpg,người đàn ông mặc áo xanh dương đội nón bảo hiểm đang đứng ở quầy bán hàng nào ?,quầy bán trứng
000000001416.jpg,cửa hàng thiều hoa đang có chương trình giảm giá bao nhiêu phần trăm ?,cửa hàng đang có chương trình giảm giá 75%
000000005110.jpg,các công nhân đang may áo màu gì ?,vàng
000000011006.jpg,tiệm hồng tích bán gì ?,tiệm hồng tích bán nhạc cụ và quà lưu niệm
000000005189.jpg,người phụ nữ mặc đồ nâu đang đưa tay làm gì ?,chọn lấy thùng nước ngọt
000000002821.jpg,công ty này thuộc cơ quan nào ?,thuộc sở kế hoạch và đầu tư thành phố hà nội
000000007430.jpg,người phụ nữ mặc quần tím đang ở trên chiếc thuyền bày bán mặt hàng gì ?,trên chiếc thuyền ấy có bày bán các chậu hoa kiểng
000000002334.jpg,cửa hàng phú quý kinh doanh sản phẩm gì ?,cửa hàng kinh doanh vàng miếng
000000005843.jpg,có thứ gì ở giữa vòng xoay ?,có một hồ nước nhỏ ở giữa vòng xoay
000000000856.jpg,công ty này nằm ở đâu ?,"công ty này nằm ở tòa nhà icon 56 , số 56 , bến vân đồn , p . 12 , q . 4 , tp . hồ chí minh"
000000005931.jpg,khu vực này là khu vực nào ?,khu vực này là một khu chợ nổi
000000005225.jpg,người đàn ông mặt áo đỏ đã chọn những mặt hàng gì bỏ vào trong xe đẩy ?,người đàn ông chọn mua các loại rauq
000000004721.jpg,đồng phục nhân viên của quán có màu gì ?,đồng phục có màu xanh dương
000000005105.jpg,người phụ nữ áo sơ mi xám đang cầm bao nhiêu túi xách ?,đang cầm hai túi xách
000000001105.jpg,quán này tên gì ?,quán này tên yến linh
000000008359.jpg,có bao nhiêu người mặc đồ màu trắng ngồi trên xe máy ?,có một người mặc đồ màu trắng ngồi trên xe máy
000000008875.jpg,đi hướng nào để ra được bãi đậu xe ?,hướng bên phải
000000001070.jpg,công ty này chọn loại hình doanh nghiệp nào ?,công ty này chọn loại hình doanh nghiệp công ty cổ phần
000000009259.jpg,quán hải long nằm trên con đường nào ?,đường 16
000000010871.jpg,có bao nhiêu chiếc xe máy đang chạy trước khu chợ ?,có hai chiếc xe máy đang chạy trước khu chợ
000000010035.jpg,địa chỉ của tòa nhà ở đâu ?,"117 hòa tân , phường 2 , quận phú nhuận , tp hcm"
000000001114.jpg,cửa hàng điện máy xanh hiện đang có chương trình ưu đãi nào ?,"mua tủ lạnh , máy giặt samsung trúng 20 bộ sản phẩm cao cấp"
000000010426.jpg,những trái vải được bày bán có xuất xứ từ đâu ?,những trái vải có xuất xứ từ bắc giang
000000003257.jpg,đây là gì ?,"đây là nhà hàng , bar , cửa hàng phụ kiện cigar"
000000002135.jpg,chùm dừa bên phải có bao nhiêu trái ?,có mười ba trái
000000008040.jpg,cô gái đeo khẩu trang màu xanh da trời đang làm gì ?,đang lựa rau
000000006412.jpg,mọi người đang mặc trang phục như thế nào ?,áo trắng và quần đỏ
000000005890.jpg,xe đẩy có rổ đựng màu gì ?,xe đẩy có rổ đựng màu đỏ
000000008718.jpg,có tất cả bao nhiêu người ?,có mười bốn người
000000010230.jpg,nhân viên phục vụ tại quán này mặc áo màu gì ?,nhân viên phục vụ tại quán này mặc áo màu vàng
000000009126.jpg,có bao nhiêu chiếc xích lô đang đậu trước quán nước ?,một chiếc
000000004236.jpg,có loài động vật nào đang đứng gần lề đường ?,con chó
000000007376.jpg,mọi người đang ở đâu ?,đang ở trong một khu chợ
000000009166.jpg,nhóng người đi thành một hàng đang đi vào đâu ?,thảo cầm viên
000000005759.jpg,ba người phụ nữ này đang đứng ở đâu ?,ở quầy tính tiền trong siêu thị
000000009845.jpg,ủy ban nhân dân phường mỹ đình 1 ở khu dân cư nào ?,khu dân cư đình thôn
000000007529.jpg,ông lão mặc áo màu gì ?,màu trắng
000000004886.jpg,có bao nhiêu bức tượng đang được trưng bày ?,một bức
000000008205.jpg,người phụ nữ mang áo dài đang làm gì ?,đang hướng dẫn khách tham quan
